"Geschlecht","Alter","AnzahlGeschwister","WohnortMuenster","Wohntyp","Wohnflaeche","Wohnzufriedenheit","Wohnkosten","FahrzeitRadDom","MatheVorkurs","Studiengang","Lehre","AnderesStudium","Bundesland","EntfernungSchule","Abiturnote","Mathematik","SoWi","Spanisch","Informatik","Deutsch","Sport","Musik","Englisch","Physik","Erdkunde","Geschichte","Chemie","Kunst","Biologie","Franzoesisch","Wirtschaft","Keine","Textfeld","MathenoteDurchschnitt","Auslandsaufenthalt","Nebenjob","Bafoeg","Monatsbudget","Verkehrsmittel","SozialesEngagement","Buecher","ErwartetesGehalt","40Prozent","60Prozent","Medienvertrauen"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"männlich",21,"3","ja","in einer WG",16,"sehr zufrieden",360,"zwischen 2 und 5 min","nein","Betriebswirtschaftslehre","ja und ich habe diese Ausbildung abgeschlossen","nein","Nordrhein-Westfalen","20-50 km",1.9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","nein",12,0,1172,"Fahrrad",2,"101-500",50000,"40","60",77
"männlich",19,"0","ja","alleine in einer Wohnung",20,"zufrieden",330,"zwischen 20 und 30 min","nein","Volkswirtschaftslehre","nein","nein","Niedersachsen","100-200 km",1.8,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Betriebswirtschaftslehre mit Rechnungswesen und Controling","9","nein",0,337,700,"Fahrrad",0,"1-50",4500,"40","60",51
"weiblich",21,"1","nein","bei meinen Eltern",12,"zufrieden",0,"Ich wohne nicht in Münster","nein","Betriebswirtschaftslehre","ja und ich habe diese Ausbildung abgeschlossen","nein","Nordrhein-Westfalen","20-50 km",2.2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"11","nein",10,0,NA,"ÖPNV",0,"101-500",40000,"40","60",83
"männlich",20,"4","ja","alleine in einer Wohnung",24,"zufrieden",390,"zwischen 10 und 15 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,"12","ja",16,0,2000,"Fahrrad",4,"101-500",60000,"40","60",75
"männlich",19,"1","ja","alleine in einer Wohnung",33,"zufrieden",400,"zwischen 20 und 30 min","nein","Betriebswirtschaftslehre","nein","nein","Ich habe meinen Schulabschluss nicht in Deutschland gemacht","500-1000 km",2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"7","ja",10,0,1000,"ÖPNV",0,"501-1000",40000,"40","3/5",75
"männlich",20,"1","nein","in einer WG",15,"es ist okay",200,"zwischen 2 und 5 min","nein","Betriebswirtschaftslehre","ja und ich habe diese Ausbildung abgeschlossen","nein","Nordrhein-Westfalen","100-200 km",2.3,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","nein",0,0,600,"ÖPNV",10,"51-100",60000,"40","60",75
"männlich",19,"2","nein","bei meinen Eltern",12,"es ist okay",0,"Ich wohne nicht in Münster","ja","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","50-100 km",1.4,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","nein",0,0,670,"ÖPNV",15,"101-500",60000,"40","60",73
"weiblich",19,"1","ja","in einer WG",22,"zufrieden",500,"zwischen 10 und 15 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","20-50 km",1.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pädagogik","13","nein",9,0,900,"Fahrrad",0,"51-100",50000,"40","3/5",11
"männlich",20,"1","nein","bei meinen Eltern",32,"sehr zufrieden",0,"Ich wohne nicht in Münster","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","20-50 km",2.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Betriebswirtschaftslehre","11","nein",6,0,300,"ÖPNV",5,"101-500",42000,"40","60",86
"männlich",19,"2","ja","in einer WG",16,"zufrieden",395,"zwischen 2 und 5 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",2.2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"10","ja",8.75,NA,1450,"zu Fuß",0,"101-500",80000,"40","60",41
"weiblich",21,"1","ja","alleine in einer Wohnung",35,"zufrieden",NA,"Ich weiß es nicht","nein","Betriebswirtschaftslehre","ja und ich habe diese Ausbildung abgeschlossen","nein","Niedersachsen","200-500 km",1.8,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"11","nein",0,0,NA,"ÖPNV",0,"51-100",3500,"40","3/5",44
"männlich",19,"1","nein","bei meinen Eltern",50,"es ist okay",0,"Ich wohne nicht in Münster","ja","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","20-50 km",1.2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","nein",5,0,450,"ÖPNV",3,"101-500",55000,"40","3/5",62
"weiblich",20,"1","ja","in einer WG",22,"zufrieden",600,"weniger als 2 min","nein","Betriebswirtschaftslehre","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Nordrhein-Westfalen","200-500 km",1.9,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"12","nein",0,0,1200,"Fahrrad",0,"1001-2000",NA,"40","1/30",54
"männlich",19,"2","nein","bei meinen Eltern",20,"sehr zufrieden",NA,"Ich wohne nicht in Münster","ja","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","20-50 km",2.2,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","nein",10,512,1032,"ÖPNV",0,"101-500",40000,"40","60",49
"männlich",18,"1","ja","in einem Wohnheim",25,"zufrieden",600,"zwischen 2 und 5 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",1.5,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","nein",9,0,800,"zu Fuß",2,"1001-2000",2800,"40","60",85
"männlich",20,"1","ja","alleine in einer Wohnung",25,"es ist okay",NA,"zwischen 10 und 15 min","nein","Betriebswirtschaftslehre","nein","nein","Niedersachsen","500-1000 km",2.2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"9","ja",0,0,NA,"zu Fuß",0,"101-500",30000,"40","60",69
"männlich",20,"1","ja","in einer WG",16,"zufrieden",312,"zwischen 5 und 10 min","ja","Betriebswirtschaftslehre","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Nordrhein-Westfalen","100-200 km",1.7,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"13","nein",9,0,1100,"Fahrrad",0,"51-100",55000,"40","3/5",68
"männlich",19,"1","ja","in einer WG",17,"zufrieden",520,"weniger als 2 min","ja","Volkswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",1.1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","nein",0,0,NA,"zu Fuß",1.5,"51-100",40000,"40","60",69
"männlich",20,"1","ja","in einem Wohnheim",13,"sehr zufrieden",260,"zwischen 10 und 15 min","ja","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","50-100 km",1.9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","ja",0,588,700,"Fahrrad",0,"51-100",50000,"40","60",89
"männlich",19,"1","ja","alleine in einer Wohnung",23,"sehr zufrieden",550,"zwischen 10 und 15 min","ja","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",1.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"14","nein",0,0,NA,"Fahrrad",0,"101-500",50000,"40","60",92
"männlich",18,"0","ja","in einer WG",11,"zufrieden",165,"zwischen 5 und 10 min","nein","Betriebswirtschaftslehre","nein","nein","Hamburg","200-500 km",1.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Politikwissenschaften","13","nein",0,0,1100,"zu Fuß",0,"1-50",80000,"40","3/5",91
"männlich",20,"3","ja","in einer WG",32,"sehr zufrieden",530,"zwischen 2 und 5 min","nein","Betriebswirtschaftslehre","nein","nein","Hamburg","200-500 km",1.5,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","ja",0,0,NA,"Fahrrad",0,"1-50",50000,"40","3/5",54
"männlich",19,"1","ja","in einem Wohnheim",16.5,"sehr zufrieden",311,"zwischen 20 und 30 min","ja","Volkswirtschaftslehre","nein","nein","Ich habe meinen Schulabschluss nicht in Deutschland gemacht","500-1000 km",2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"2","ja",0,0,500,"ÖPNV",0,"101-500",46000,"40","60",47
"weiblich",18,"1","nein","bei meinen Eltern",20,"sehr zufrieden",NA,"Ich wohne nicht in Münster","nein","Betriebswirtschaftslehre","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Nordrhein-Westfalen","50-100 km",1.7,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pädagogik","10","nein",12,0,NA,"ÖPNV",0,"101-500",NA,"40",NA,42
"männlich",19,"3","ja","in einem Wohnheim",29,"es ist okay",NA,"zwischen 2 und 5 min","ja","Betriebswirtschaftslehre","nein","nein","Hessen","200-500 km",2.3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"11","ja",0,0,1000,"Fahrrad",0,"101-500",60000,"40","3/5",63
"männlich",18,"1","ja","in einem Wohnheim",10,"zufrieden",NA,"zwischen 5 und 10 min","nein","Politik und Wirtschaft","nein","nein","Nordrhein-Westfalen","100-200 km",1.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"14","nein",5,0,NA,"ÖPNV",0,"1001-2000",32000,"40","60",86
"weiblich",19,"2","ja","alleine in einer Wohnung",21,"zufrieden",744,"zwischen 2 und 5 min","nein","Betriebswirtschaftslehre","nein","nein","Ich habe meinen Schulabschluss nicht in Deutschland gemacht","mehr als 1000 km",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"14","ja",3,0,1350,"zu Fuß",90,"101-500",26000,"40","3/5",72
"weiblich",19,"1","ja","alleine in einer Wohnung",24,"sehr zufrieden",320,"zwischen 20 und 30 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","50-100 km",2.1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"9","nein",0,0,NA,"ÖPNV",0,"51-100",2500,"40","60",57
"männlich",20,"1","ja","in einer WG",11,"zufrieden",350,"zwischen 10 und 15 min","nein","Politik und Wirtschaft","nein","nein","Schlewsig-Holstein","200-500 km",2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,"WIPO","10","nein",0,0,550,"Fahrrad",0,"101-500",35000,"40","60",75
"weiblich",20,"0","nein","bei meinen Eltern",30,"zufrieden",0,"Ich wohne nicht in Münster","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","20-50 km",1.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BWL","13","nein",0,0,NA,"ÖPNV",0,"1-50",1200,"40","60",57
"weiblich",18,"0","ja","alleine in einer Wohnung",27,"sehr zufrieden",NA,"zwischen 5 und 10 min","ja","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","50-100 km",1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"15","nein",2,0,300,"ÖPNV",4,"1001-2000",NA,"40","60",68
"weiblich",19,"0","nein","bei meinen Eltern",15,"sehr zufrieden",NA,"Ich wohne nicht in Münster","nein","Betriebswirtschaftslehre","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Nordrhein-Westfalen","20-50 km",1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"14","nein",0,0,250,"ÖPNV",0,"101-500",40200,"40","60",47
"weiblich",19,"2","ja","in einer WG",15,"sehr zufrieden",300,"zwischen 10 und 15 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",1.7,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"13","nein",4,0,300,"Fahrrad",20,"101-500",2000,"40","60",68
"männlich",18,"0","nein","bei meinen Eltern",50,"es ist okay",0,"zwischen 20 und 30 min","ja","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","10-20 km",2.9,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"10","nein",12,0,1000,"ÖPNV",0,"51-100",45000,"40","60",28
"weiblich",20,"2","ja","alleine in einer Wohnung",22,"zufrieden",400,"zwischen 5 und 10 min","nein","Betriebswirtschaftslehre","nein","nein","Niedersachsen","100-200 km",2.2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Pädagogik/Psychologie","13","nein",0,588,1088,"Fahrrad",0,"1-50",40000,"40","60",60
"männlich",19,"1","ja","in einer WG",16,"es ist okay",400,"zwischen 15 und 20 min","nein","Betriebswirtschaftslehre","nein","nein","Niedersachsen","200-500 km",2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,"9","nein",0,0,NA,"ÖPNV",0,"51-100",4000,"40","60",67
"männlich",19,"2","ja","bei meinen Eltern",33,"sehr zufrieden",NA,"zwischen 20 und 30 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","0-10 km",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"15","nein",8,0,NA,"Fahrrad",10,"51-100",70000,"40","60",74
"männlich",19,"2","nein","bei meinen Eltern",12,"es ist okay",NA,"Ich wohne nicht in Münster","ja","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","50-100 km",2.3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","nein",6,0,280,"ÖPNV",2,"101-500",60000,"40","60",60
"männlich",19,"1","nein","bei meinen Eltern",12,"zufrieden",0,"Ich wohne nicht in Münster","nein","Volkswirtschaftslehre","nein","nein","Nordrhein-Westfalen","20-50 km",2.2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"12","nein",8,0,300,"ÖPNV",8,"101-500",40000,"40","60",51
"männlich",21,"1","ja","in einer WG",20,"sehr zufrieden",300,"zwischen 5 und 10 min","nein","Betriebswirtschaftslehre","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Hamburg","200-500 km",1.5,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"12","nein",0,0,850,"Fahrrad",0,"501-1000",60000,"40","60",84
NA,NA,NA,NA,NA,NA,NA,NA,NA,"ja","Volkswirtschaftslehre","nein","nein","Berlin","200-500 km",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"15","ja",0,0,NA,"ÖPNV",0,"101-500",NA,"40","60",72
"weiblich",20,"2","ja","in einer WG",16,"sehr zufrieden",300,"zwischen 5 und 10 min","nein","Politik und Wirtschaft","nein","nein","Nordrhein-Westfalen","50-100 km",1.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"13","nein",0,0,950,"Fahrrad",15,"51-100",30000,"40","60",67
"weiblich",19,"1","ja","alleine in einer Wohnung",44,"zufrieden",NA,"weniger als 2 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erziehungswissenschaften","15","nein",0,0,NA,"zu Fuß",0,"1001-2000",5000,"40","60",77
"weiblich",19,"2","ja","alleine in einer Wohnung",33,"zufrieden",600,"zwischen 5 und 10 min","ja","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","200-500 km",2.2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"8","nein",2,0,250,"ÖPNV",10,"51-100",3500,"40","3/5",60
"weiblich",20,"1","nein","bei meinen Eltern",14,"sehr zufrieden",0,"Ich wohne nicht in Münster","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","50-100 km",1.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"14","nein",0,0,NA,"ÖPNV",0,"501-1000",4000,"40","60",46
"männlich",19,"1","ja","in einem Wohnheim",24,"sehr zufrieden",379,"zwischen 10 und 15 min","nein","Wirtschaft und Recht","nein","nein","Nordrhein-Westfalen","50-100 km",1.9,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"8","nein",0,0,150,"Fahrrad",2,"51-100",50000,"40","60",40
"männlich",22,"2","ja","in einer WG",17,"sehr zufrieden",240,"zwischen 5 und 10 min","nein","Betriebswirtschaftslehre","ja und ich habe diese Ausbildung abgeschlossen","nein","Berlin","20-50 km",2.9,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"3","nein",0,800,1000,"Fahrrad",2,"1-50",70000,"40","3/5",77
"männlich",19,"2","ja","alleine in einer Wohnung",25,"zufrieden",300,"zwischen 20 und 30 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",1.8,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"13","nein",10,0,550,"Fahrrad",0,"51-100",50000,"40","3/5",35
"männlich",20,"2","ja","in einem Wohnheim",21,"sehr zufrieden",560,"zwischen 10 und 15 min","ja","Betriebswirtschaftslehre","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Nordrhein-Westfalen","100-200 km",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","nein",5,0,720,"Fahrrad",15,"101-500",60000,"40","60",50
"männlich",19,"2","ja","in einer WG",17,"es ist okay",480,"zwischen 2 und 5 min","nein","Volkswirtschaftslehre","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Sachsen","200-500 km",2.1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","ja",0,0,NA,"Fahrrad",0,"101-500",60000,"40","3/5",72
"weiblich",20,"2","ja","in einem Wohnheim",8,"es ist okay",375,"zwischen 5 und 10 min","nein","Betriebswirtschaftslehre","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Niedersachsen","50-100 km",1.8,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","nein",10,812,NA,"Fahrrad",0,"51-100",60000,"40","3/5",53
"weiblich",20,"1","nein","bei meinen Eltern",20,"zufrieden",NA,"Ich wohne nicht in Münster","nein","Betriebswirtschaftslehre","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Nordrhein-Westfalen","20-50 km",2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"10","nein",0,0,NA,"ÖPNV",NA,"101-500",NA,"40","3/5",92
"männlich",19,"1","ja","in einer WG",12,"sehr zufrieden",600,"zwischen 5 und 10 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","50-100 km",1.5,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","ja",20,0,1500,"Fahrrad",1,"51-100",60000,"40","60",100
"weiblich",20,"3","ja","alleine in einer Wohnung",33,"zufrieden",630,"zwischen 20 und 30 min","ja","Betriebswirtschaftslehre","nein","nein","Niedersachsen","100-200 km",1.6,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"12","nein",0,0,NA,"Fahrrad",8,"51-100",50000,"40","60",81
"weiblich",22,"2","ja","alleine in einer Wohnung",40,"sehr zufrieden",650,"zwischen 5 und 10 min","nein","Betriebswirtschaftslehre","ja und ich habe diese Ausbildung abgeschlossen","nein","Nordrhein-Westfalen","100-200 km",2.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"11","nein",0,0,1300,"Fahrrad",10,"101-500",NA,"40","60",68
"männlich",20,"0","ja","alleine in einer Wohnung",37,"zufrieden",570,"zwischen 2 und 5 min","nein","Betriebswirtschaftslehre","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Nordrhein-Westfalen","100-200 km",1.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2","ja",0,0,800,"zu Fuß",0,"1001-2000",3500,"40","60",86
"männlich",19,"2","ja","alleine in einer Wohnung",31,"es ist okay",NA,"zwischen 20 und 30 min","nein","Betriebswirtschaftslehre","nein","nein","Bayern","500-1000 km",1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"14","nein",0,0,900,"ÖPNV",0,"101-500",5000,"40","60",77
"männlich",19,"1","nein","in einer WG",13,"es ist okay",325,"zwischen 5 und 10 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"8","ja",0,0,400,"Fahrrad",0,"101-500",50000,"40","3/5",53
"weiblich",19,"0","nein","bei meinen Eltern",50,"sehr zufrieden",NA,"Ich wohne nicht in Münster","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","10-20 km",2.2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"12","nein",8,0,200,"ÖPNV",0,"101-500",6000,"40","3/5",73
"weiblich",21,"1","nein","bei meinen Eltern",25,"sehr zufrieden",0,"Ich wohne nicht in Münster","nein","Betriebswirtschaftslehre","ja und ich habe diese Ausbildung abgeschlossen","nein","Nordrhein-Westfalen","20-50 km",1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","nein",0,0,950,"ÖPNV",6,"1001-2000",41000,"40","60",23
"weiblich",19,"4","ja","alleine in einer Wohnung",35,"es ist okay",510,"weniger als 2 min","nein","Betriebswirtschaftslehre","nein","nein","Niedersachsen","100-200 km",2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"10","nein",0,812,1062,"zu Fuß",0,"101-500",37000,"40","60",76
"weiblich",20,"1","ja","alleine in einer Wohnung",16,"sehr zufrieden",480,"zwischen 10 und 15 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"12","nein",0,0,500,"Fahrrad",0,"101-500",39000,"40","60",69
"weiblich",20,"1","nein","sonstiges",25,"sehr zufrieden",0,"Ich wohne nicht in Münster","ja","Sonstiges","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Nordrhein-Westfalen","10-20 km",2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","nein",6,0,750,"Auto",20,"101-500",45000,"40","60",78
"männlich",19,"2","ja","in einer WG",13,"zufrieden",370,"zwischen 15 und 20 min","ja","Betriebswirtschaftslehre","nein","nein","Niedersachsen","200-500 km",2.2,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"8","nein",0,0,400,"ÖPNV",1,"1001-2000",3500,"40","60",35
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"männlich",20,"1","nein","bei meinen Eltern",36,"es ist okay",0,"Ich wohne nicht in Münster","ja","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","50-100 km",2.2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","nein",8,0,NA,"Auto",0,"101-500",55000,"40","60",71
"weiblich",19,"0","ja","bei meinen Eltern",20,"zufrieden",NA,"mehr als 30 min","nein","Betriebswirtschaftslehre","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Nordrhein-Westfalen","0-10 km",1.9,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","nein",20,0,NA,"ÖPNV",0,"51-100",39000,"40","60",45
"weiblich",19,"1","ja","bei meinen Eltern",40,"sehr zufrieden",NA,"zwischen 15 und 20 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","0-10 km",1.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"14","nein",0,0,NA,"Fahrrad",8,"51-100",NA,"40","60",66
"männlich",19,"2","ja","in einer WG",26,"sehr zufrieden",400,"zwischen 15 und 20 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",1.8,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","nein",0,0,940,"ÖPNV",0,"101-500",50000,"40","60",92
"männlich",20,"1","ja","in einer WG",17,"unzufrieden",690,"zwischen 10 und 15 min","nein","Betriebswirtschaftslehre","nein","nein","Hamburg","200-500 km",1.4,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,"Politik,Gesellschaft,Wirtschaft","10","ja",0,0,1100,"Fahrrad",0,"101-500",60000,"40","60",62
"männlich",19,"3","nein","bei meinen Eltern",22,"sehr unzufrieden",0,"Ich wohne nicht in Münster","ja","Volkswirtschaftslehre","nein","nein","Nordrhein-Westfalen","20-50 km",1.3,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","nein",12,0,1100,"ÖPNV",14,"mehr als 2000",75000,"40","60",37
